company,rank,rank_change,revenue,profit,num of employees,sector,city,state,newcomer,ceo_founder,ceo_woman,profitable,prev_rank,CEO,Website,Ticker,Market Cap
Republic Services,329,-32.0,11295.0,1290.4,35000.0,Business Services,Phoenix,AZ,no,no,no,yes,297.0,Jon Vander Ark,https://www.republicservices.com,RSG,41841.7
Mohawk Industries,330,-9.0,11200.6,1033.2,43000.0,Household Products,Calhoun,GA,no,no,no,yes,321.0,Jeffrey S. Lorberbaum,https://www.mohawkind.com,MHK,8081.8
Conagra Brands,331,-48.0,11184.7,1298.8,18600.0,"Food, Beverages & Tobacco",Chicago,IL,no,no,no,yes,283.0,Sean M. Connolly,https://www.conagrabrands.com,CAG,16103.5
Norfolk Southern,332,-25.0,11142.0,3005.0,18100.0,Transportation,Atlanta,GA,no,no,no,yes,307.0,Alan H. Shaw,https://www.norfolksouthern.com,NSC,68389.3
AES,333,-20.0,11141.0,-409.0,8450.0,Energy,Arlington,VA,no,no,no,no,313.0,Andrés R. Gluski,https://www.aes.com,AES,17172.1
AGCO,334,-3.0,11138.3,897.0,23300.0,Industrials,Duluth,GA,no,no,no,yes,331.0,Eric P. Hansotia,https://www.agcocorp.com,AGCO,10885.3
Caesars Entertainment,335,0.0,11110.0,-1019.0,49000.0,"Hotels, Restaurants & Leisure",Reno,NV,yes,no,no,no, ,Thomas R. Reeg,https://www.caesars.com,CZR,16564.6
Equitable Holdings,336,-92.0,11036.0,-439.0,10000.0,Financials,New York,NY,no,no,no,no,244.0,Mark Pearson,https://www.equitableholdings.com,EQH,12041.2
Advance Auto Parts,337,-36.0,10998.0,616.1,54500.0,Retailing,Raleigh,NC,no,no,no,yes,301.0,Thomas R. Greco,https://www.advanceautoparts.com,AAP,12644.8
Biogen,338,-110.0,10981.7,1556.1,9610.0,Health Care,Cambridge,MA,no,no,no,yes,228.0,Michel Vounatsos,https://www.biogen.com,BIIB,30950.4
Auto-Owners Insurance,339,2.0,10980.2,1318.4,6441.0,Financials,Lansing,MI,no,no,no,yes,341.0,Jeffrey S. Tagsold,https://www.auto-owners.com,,
Booking Holdings,340,84.0,10958.0,1165.0,20199.0,Technology,Norwalk,CT,no,no,no,yes,424.0,Glenn D. Fogel,https://www.bookingholdings.com,BKNG,96022.7
Amphenol,341,8.0,10876.3,1590.8,90000.0,Technology,Wallingford,CT,no,no,no,yes,349.0,R. Adam Norwitt,https://www.amphenol.com,APH,45130.1
Quest Diagnostics,342,-18.0,10788.0,1995.0,44500.0,Health Care,Secaucus,NJ,no,no,no,yes,324.0,James E. Davis,https://www.questdiagnostics.com,DGX,16348.6
FirstEnergy,343,-49.0,10758.0,1283.0,12395.0,Energy,Akron,OH,no,no,no,yes,294.0,John W. Somerhalder II,https://www.firstenergycorp.com,FE,26181.6
DCP Midstream,344,98.0,10707.0,391.0,1788.0,Energy,Denver,CO,no,no,no,yes,442.0,Wouter T. van Kempen,https://www.dcpmidstream.com,DCP,6993.2
Ally Financial,345,-58.0,10690.0,3060.0,10500.0,Financials,Detroit,MI,no,no,no,yes,287.0,Jeffrey J. Brown,https://www.ally.com,ALLY,14411.6
Delek US Holdings,346,51.0,10648.2,-203.5,3312.0,Energy,Brentwood,TN,no,no,no,no,397.0,Avigal Soreq,https://www.delekus.com,DK,1500.2
Williams,347,32.0,10627.0,1517.0,4783.0,Energy,Tulsa,OK,no,no,no,yes,379.0,Alan S. Armstrong,https://www.williams.com,WMB,40670.4
Newell Brands,348,-23.0,10589.0,572.0,32000.0,Household Products,Atlanta,GA,no,no,no,yes,325.0,Ravichandra K. Saligram,https://www.newellbrands.com,NWL,8902.4
Eastman Chemical,349,6.0,10476.0,857.0,14000.0,Chemicals,Kingsport,TN,no,no,no,yes,355.0,Mark J. Costa,https://www.eastman.com,EMN,14450.1
Air Products & Chemicals,350,-10.0,10323.0,2099.1,20750.0,Chemicals,Allentown,PA,no,no,no,yes,340.0,Seifi Ghasemi,https://www.airproducts.com,APD,55409.4
Thrivent Financial for Lutherans,351,18.0,10312.7,2530.2,3256.0,Financials,Minneapolis,MN,no,no,yes,yes,369.0,Teresa J. Rasmussen,https://www.thrivent.com,,
Molson Coors Beverage,352,-38.0,10279.7,1005.7,16300.0,"Food, Beverages & Tobacco",Chicago,IL,no,no,no,yes,314.0,Gavin D.K. Hattersley,https://www.molsoncoors.com,TAP,11631.8
Interpublic Group,353,-19.0,10240.7,952.8,55600.0,Business Services,New York,NY,no,no,no,yes,334.0,Daryl Lee,https://www.interpublic.com,IPG,13965.9
Weyerhaeuser,354,33.0,10201.0,2607.0,9214.0,Materials,Seattle,WA,no,no,no,yes,387.0,Devin W. Stockfish,https://www.weyerhaeuser.com,WY,28315
Altice USA,355,-49.0,10090.8,990.3,9000.0,Telecommunications,Long Island City,NY,no,no,no,yes,306.0,Dennis Mathew,https://www.alticeusa.com,ATUS,5674.1
Raymond James Financial,356,11.0,9910.0,1403.0,15000.0,Financials,St. Petersburg,FL,no,no,no,yes,367.0,Paul C. Reilly,https://www.raymondjames.com,RJF,22817.5
EMCOR Group,357,-13.0,9903.6,383.5,34000.0,Engineering & Construction,Norwalk,CT,no,no,no,yes,344.0,Anthony J. Guzzi,https://www.emcorgroup.com,EME,5931.8
Eversource Energy,358,-20.0,9863.1,1220.5,9227.0,Energy,Springfield,MA,no,no,no,yes,338.0,Joseph R. Nolan Jr.,https://www.eversource.com,ES,30403.2
Yum China Holdings,359,4.0,9853.0,990.0,298500.0,"Hotels, Restaurants & Leisure",Plano,TX,no,no,yes,yes,363.0,Joey Wat,https://ir.yumchina.com,YUMC,17679
Asbury Automotive Group,360,45.0,9837.7,532.4,14200.0,Retailing,Duluth,GA,no,no,no,yes,405.0,David W. Hult,https://www.asburyauto.com,ABG,3714.8
Owens & Minor,361,-16.0,9785.3,221.6,17300.0,Health Care,Mechanicsville,VA,no,no,no,yes,345.0,Edward A. Pesicka,https://www.owens-minor.com,OMI,3375.6
Public Service Enterprise Group,362,-44.0,9722.0,-648.0,12684.0,Energy,Newark,NJ,no,no,no,no,318.0,Ralph A. LaRossa,https://www.pseg.com,PEG,35145.5
United Rentals,363,-11.0,9716.0,1386.0,20400.0,Business Services,Stamford,CT,no,no,no,yes,352.0,Matthew J. Flannery,https://www.unitedrentals.com,URI,25643.3
MGM Resorts International,364,0.0,9680.1,1254.4,60500.0,"Hotels, Restaurants & Leisure",Las Vegas,NV,yes,no,no,yes, ,William J. Hornbuckle,https://www.mgmresorts.com,MGM,18257.9
Ryder System,365,-8.0,9663.0,519.0,42800.0,Transportation,Miami,FL,no,no,no,yes,357.0,Robert E. Sanchez,https://www.ryder.com,R,4055.4
Intuit,366,14.0,9633.0,2062.0,17350.0,Technology,Mountain View,CA,no,no,no,yes,380.0,Sasan K. Goodarzi,https://www.intuit.com,INTU,135987.6
Cincinnati Financial,367,19.0,9629.7,2945.6,5166.0,Financials,Fairfield,OH,no,no,no,yes,386.0,Steven J. Johnston,https://www.cinfin.com,CINF,21813.3
Erie Insurance Group,368,-21.0,9619.7,1130.1,5805.0,Financials,Erie,PA,no,no,no,yes,347.0,Timothy G. NeCastro,https://www.erieinsurance.com,,
Univar Solutions,369,-7.0,9535.5,460.6,9450.0,Wholesalers,Downers Grove,IL,no,no,no,yes,362.0,David C. Jukes,https://www.univarsolutions.com,UNVR,5459.8
Huntington Ingalls Industries,370,-43.0,9524.0,544.0,44000.0,Aerospace & Defense,Newport News,VA,no,no,no,yes,327.0,Christopher D. Kastner,https://www.huntingtoningalls.com,HII,7991
W.R. Berkley,371,1.0,9455.5,1022.5,7681.0,Financials,Greenwich,CT,no,no,no,yes,372.0,W. Robert Berkley Jr.,https://www.berkley.com,WRB,17658.8
Western & Southern Financial Group,372,2.0,9441.7,361.2,2538.0,Financials,Cincinnati,OH,no,no,no,yes,374.0,John F. Barrett,https://www.westernsouthern.com,,
Insight Enterprises,373,-13.0,9436.1,219.3,11624.0,Technology,Tempe,AZ,no,no,yes,yes,360.0,Joyce A. Mullen,https://www.insight.com,NSIT,3745.1
News Corp.,374,-37.0,9358.0,330.0,24000.0,Media,New York,NY,no,no,no,yes,337.0,Robert J. Thomson,https://www.newscorp.com,NWSA,13127.7
American Tower,375,0.0,9356.9,2567.7,6378.0,Financials,Boston,MA,no,no,no,yes,375.0,Thomas A. Bartlett,https://www.americantower.com,AMT,114527.4
Old Republic International,376,25.0,9341.6,1534.3,9600.0,Financials,Chicago,IL,no,no,no,yes,401.0,Craig R. Smiddy,https://www.oldrepublic.com,ORI,7972.8
Burlington Stores,377,94.0,9322.3,408.8,38599.0,Retailing,Burlington,NJ,no,no,no,yes,471.0,Michael B. O?Sullivan,https://www.burlingtoninvestors.com,BURL,12112.8
Avis Budget Group,378,120.0,9313.0,1285.0,18500.0,Retailing,Parsippany,NJ,no,no,no,yes,498.0,Joseph A. Ferraro,https://www.avisbudgetgroup.com,CAR,14157
ODP,379,-67.0,9267.0,-208.0,26000.0,Retailing,Boca Raton,FL,no,no,no,no,312.0,Gerry P. Smith,https://www.officedepot.com,ODP,2222.2
VF Corp.,380,-117.0,9238.8,407.9,33600.0,Apparel,Denver,CO,no,no,no,yes,263.0,Steven Rendle,https://www.vfc.com,VFC,11620
Bed Bath & Beyond,381,-101.0,9233.0,-150.8,37600.0,Retailing,Union,NJ,no,no,yes,no,280.0,Sue Gove,https://www.bedbathandbeyond.com,BBBY,2170.5
Seaboard,382,24.0,9229.0,570.0,13200.0,"Food, Beverages & Tobacco",Merriam,KS,no,no,no,yes,406.0,Robert L. Steer,https://www.seaboardcorp.com,SEB,4881.6
First American Financial,383,26.0,9221.0,1241.0,22233.0,Financials,Santa Ana,CA,no,no,no,yes,409.0,Kenneth D. DeGiorgio,https://www.firstam.com,FAF,7087.2
Intercontinental Exchange,384,-19.0,9168.0,4058.0,8858.0,Financials,Atlanta,GA,no,yes,no,yes,365.0,Jeffrey C. Sprecher,https://www.ice.com,ICE,74044.8
PVH,385,19.0,9154.7,952.3,25000.0,Apparel,New York,NY,no,no,no,yes,404.0,Stefan Larsson,https://www.pvh.com,PVH,5210
Apollo Global Management,386,0.0,9124.0,1838.5,2153.0,Financials,New York,NY,yes,yes,no,yes, ,Marc Rowan,https://www.apollo.com,APO,37194
Jefferies Financial Group,387,32.0,9039.9,1674.4,5556.0,Financials,New York,NY,no,no,no,yes,419.0,Richard Handler,https://www.jefferies.com,JEF,7248
Hershey,388,-18.0,8971.3,1477.5,17805.0,"Food, Beverages & Tobacco",Hershey,PA,no,no,yes,yes,370.0,Michele G. Buck,https://www.thehersheycompany.com,HSY,44461.5
NVR,389,-6.0,8970.1,1236.7,6600.0,Engineering & Construction,Reston,VA,no,no,no,yes,383.0,Eugene J. Bredow,https://www.nvrinc.com,NVR,15010.5
Foot Locker,390,-5.0,8958.0,893.0,33244.0,Retailing,New York,NY,no,no,yes,yes,385.0,Mary N. Dillon,https://www.footlocker.com/corp,FL,2850
Dana,391,17.0,8945.0,197.0,40200.0,Motor Vehicles & Parts,Maumee,OH,no,no,no,yes,408.0,James K. Kamsickas,https://www.dana.com,DAN,2544.4
SpartanNash,392,-63.0,8931.0,73.8,13300.0,Wholesalers,Byron Center,MI,no,no,no,yes,329.0,Tony B. Sarsam,https://www.spartannash.com,SPTN,1185.1
Olin,393,79.0,8910.6,1296.7,7750.0,Chemicals,Clayton,MO,no,no,no,yes,472.0,Scott M. Sutton,https://www.olin.com,OLN,8062
Chewy,394,9.0,8890.8,-73.8,21300.0,Retailing,Dania Beach,FL,no,no,no,no,403.0,Sumit Singh,https://www.chewy.com,CHWY,17147.3
Jackson Financial,395,0.0,8848.0,3183.0,3150.0,Financials,Lansing,MI,yes,no,yes,yes, ,Laura L. Prieskorn,https://www.jackson.com,JXN,3895.1
Activision Blizzard,396,-23.0,8803.0,2699.0,9800.0,Media,Santa Monica,CA,no,no,no,yes,373.0,Robert A. Kotick,https://www.activisionblizzard.com,ATVI,62559.7
Toll Brothers,397,14.0,8790.4,833.6,5100.0,Engineering & Construction,Fort Washington,PA,no,no,no,yes,411.0,Douglas C. Yearley Jr.,https://www.tollbrothers.com,TOL,5515.4
Carlyle Group,398,0.0,8782.1,2974.7,1850.0,Financials,Washington,DC,yes,no,no,yes, ,William Conway Jr.,https://www.carlyle.com,CG,9539
Graybar Electric,399,0.0,8767.3,262.4,8800.0,Wholesalers,St. Louis,MO,no,no,yes,yes,399.0,Kathleen M. Mazzarella,https://www.graybar.com,,-
Ovintiv,400,58.0,8658.0,1416.0,1713.0,Energy,Denver,CO,no,no,no,yes,458.0,Brendan M. McCracken,https://www.ovintiv.com,OVV,13987.5
UFP Industries,401,0.0,8636.1,535.6,15000.0,Materials,Grand Rapids,MI,yes,no,no,yes, ,Matthew Missad,https://www.ufpi.com,UFPI,4471
Ulta Beauty,402,49.0,8630.9,985.8,28500.0,Retailing,Bolingbrook,IL,no,no,no,yes,451.0,David C. Kimbell,https://www.ulta.com,ULTA,20837.8
Constellation Brands,403,-44.0,8614.9,1998.0,9300.0,"Food, Beverages & Tobacco",Victor,NY,no,no,no,yes,359.0,William A. Newlands,https://www.cbrands.com,STZ,43763.5
Expedia Group,404,0.0,8598.0,12.0,14800.0,Retailing,Seattle,WA,yes,no,no,yes, ,Peter M. Kern,https://www.expediagroup.com,EXPE,30476.5
CommScope Holding,405,-49.0,8586.7,-462.6,30000.0,Technology,Hickory,NC,no,no,no,no,356.0,Charles L. Treadway,https://www.commscope.com,COMM,1629.7
Celanese,406,71.0,8537.0,1890.0,8529.0,Chemicals,Irving,TX,no,no,yes,yes,477.0,Lori J. Ryerkerk,https://www.celanese.com,CE,15434.1
Global Payments,407,-13.0,8523.8,965.5,25000.0,Business Services,Atlanta,GA,no,no,no,yes,394.0,Jeffrey S. Sloan,https://www.globalpayments.com,GPN,38545.6
Owens Corning,408,5.0,8498.0,995.0,20000.0,Materials,Toledo,OH,no,no,no,yes,413.0,Brian D. Chambers,https://www.owenscorning.com,OC,9064.7
Campbell Soup,409,-74.0,8476.0,1002.0,14100.0,"Food, Beverages & Tobacco",Camden,NJ,no,no,no,yes,335.0,Mark A. Clouse,https://www.campbellsoupcompany.com,CPB,13446.9
Huntsman,410,50.0,8453.0,1045.0,9000.0,Chemicals,The Woodlands,TX,no,no,no,yes,460.0,Peter R. Huntsman,https://www.huntsman.com,HUN,8046.9
Franklin Resources,411,73.0,8425.5,1831.2,10300.0,Financials,San Mateo,CA,no,no,yes,yes,484.0,Jennifer M. Johnson,https://www.franklinresources.com,BEN,14019.3
Avery Dennison,412,5.0,8408.3,740.1,36000.0,Materials,Glendale,CA,no,no,no,yes,417.0,Mitchell R. Butier,https://www.averydennison.com,AVY,14327.4
Masco,413,-15.0,8375.0,410.0,20000.0,Household Products,Livonia,MI,no,no,no,yes,398.0,Keith J. Allman,https://www.masco.com,MAS,12062.7
CenterPoint Energy,414,-72.0,8352.0,1486.0,9418.0,Energy,Houston,TX,no,no,no,yes,342.0,David J. Lesar,https://www.centerpointenergy.com,CNP,19285.8
Fifth Third Bancorp,415,-57.0,8329.0,2770.0,19112.0,Financials,Cincinnati,OH,no,no,no,yes,358.0,Timothy N. Spence,https://www.53.com,FITB,29511.3
